run_tag,backbone_name,timm_name,family,params_M,img_size,train_time_min,n_train,n_val,best_epoch,best_val_acc,ls,cutmix_p,cell_id,macro_f1,top1_11,bF1_4def,ni_far_pct,ood_far_pct,total_far_pct,status,eval_path
iter88G_resnet50,ResNet-50,resnet50.a1_in1k,ResNet,23.57,224.0,2.5084100127220155,651.0,163.0,7.0,0.9693251533742331,0.2,0.25,T0__I10,0.0,0.05194805194805195,0.0,0.0,0.0,0.0,DONE,outputs/iter88G_resnet50/T7_iter88G_resnet50_260512_125422/eval_v15direct_n200/stage1_260512_125703
iter88G_resnet50,ResNet-50,resnet50.a1_in1k,ResNet,23.57,224.0,2.5084100127220155,651.0,163.0,7.0,0.9693251533742331,0.2,0.25,T0__I13,0.0,0.05194805194805195,0.0,0.0,0.0,0.0,DONE,outputs/iter88G_resnet50/T7_iter88G_resnet50_260512_125422/eval_v15direct_n200/stage1_260512_125703
iter88H_resnet152,ResNet-152,resnet152.a1_in1k,ResNet,58.3,224.0,6.129255684216817,651.0,163.0,6.0,0.9263803680981595,0.2,0.25,,,,,,,,TRAIN_ONLY,
iter89_LR14_LS3_g2,Swin-Base LR1e-4 LS0.3 g2,swin_base_patch4_window12_384.ms_in22k_ft_in1k,Swin V1 tune,86.88,384.0,4.478132168451945,651.0,163.0,1.0,0.9815950920245399,0.3,0.25,T0__I3,0.779396105334097,0.4775974025974026,0.9718472897535426,100.0,100.0,100.0,DONE,outputs/iter89_LR14_LS3_g2/T7_iter89_LR14_LS3_g2_260512_133038/eval_v15direct_n200/stage1_260512_133514
iter89_LR14_LS3_g2,Swin-Base LR1e-4 LS0.3 g2,swin_base_patch4_window12_384.ms_in22k_ft_in1k,Swin V1 tune,86.88,384.0,4.478132168451945,651.0,163.0,1.0,0.9815950920245399,0.3,0.25,T0__I7,0.7208094925658571,0.4461038961038961,0.9455701220166731,100.0,100.0,100.0,DONE,outputs/iter89_LR14_LS3_g2/T7_iter89_LR14_LS3_g2_260512_133038/eval_v15direct_n200/stage1_260512_133514
iter89_LR14_LS3_g2,Swin-Base LR1e-4 LS0.3 g2,swin_base_patch4_window12_384.ms_in22k_ft_in1k,Swin V1 tune,86.88,384.0,4.478132168451945,651.0,163.0,1.0,0.9815950920245399,0.3,0.25,T0__I10,0.798082770612013,0.4863636363636364,0.9278122819607132,0.0,0.0,0.0,DONE,outputs/iter89_LR14_LS3_g2/T7_iter89_LR14_LS3_g2_260512_133038/eval_v15direct_n200/stage1_260512_133514
iter89_LR14_LS3_g2,Swin-Base LR1e-4 LS0.3 g2,swin_base_patch4_window12_384.ms_in22k_ft_in1k,Swin V1 tune,86.88,384.0,4.478132168451945,651.0,163.0,1.0,0.9815950920245399,0.3,0.25,T0__I13,0.7584565001043093,0.4642857142857143,0.8928122676627646,0.0,0.0,0.0,DONE,outputs/iter89_LR14_LS3_g2/T7_iter89_LR14_LS3_g2_260512_133038/eval_v15direct_n200/stage1_260512_133514
iter89_LR14_LS3_g3,Swin-Base LR1e-4 LS0.3 g3,swin_base_patch4_window12_384.ms_in22k_ft_in1k,Swin V1 tune,86.88,384.0,,,,,,,,T0__I3,0.7753110860538879,0.46655844155844156,0.9654836213098096,100.0,100.0,100.0,DONE,outputs/iter89_LR14_LS3_g3/T7_iter89_LR14_LS3_g3_260512_133619/eval_v15direct_n200/stage1_260512_133828
iter89_LR14_LS3_g3,Swin-Base LR1e-4 LS0.3 g3,swin_base_patch4_window12_384.ms_in22k_ft_in1k,Swin V1 tune,86.88,384.0,,,,,,,,T0__I7,0.764140445925078,0.4418831168831169,0.9483672813738673,100.0,100.0,100.0,DONE,outputs/iter89_LR14_LS3_g3/T7_iter89_LR14_LS3_g3_260512_133619/eval_v15direct_n200/stage1_260512_133828
iter89_LR14_LS3_g3,Swin-Base LR1e-4 LS0.3 g3,swin_base_patch4_window12_384.ms_in22k_ft_in1k,Swin V1 tune,86.88,384.0,,,,,,,,T0__I10,0.7899408522310417,0.4909090909090909,0.9433603255091929,0.0,0.0,0.0,DONE,outputs/iter89_LR14_LS3_g3/T7_iter89_LR14_LS3_g3_260512_133619/eval_v15direct_n200/stage1_260512_133828
iter89_LR14_LS3_g3,Swin-Base LR1e-4 LS0.3 g3,swin_base_patch4_window12_384.ms_in22k_ft_in1k,Swin V1 tune,86.88,384.0,,,,,,,,T0__I13,0.7253090246864671,0.4584415584415584,0.8964333489240279,0.0,0.0,0.0,DONE,outputs/iter89_LR14_LS3_g3/T7_iter89_LR14_LS3_g3_260512_133619/eval_v15direct_n200/stage1_260512_133828
iter89_LR14_LS5_g2,Swin-Base LR1e-4 LS0.5 g2,swin_base_patch4_window12_384.ms_in22k_ft_in1k,Swin V1 tune,86.88,384.0,26.628540098667145,651.0,163.0,1.0,0.9815950920245399,0.5,0.25,,,,,,,,TRAIN_ONLY,
iter92A_swinv2_base_384,SwinV2-Base-384,swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,Swin V2,87.1,384.0,,,,,,,,,,,,,,,FAIL,
iter90,TBD,,pending,,,,,,,,,,,,,,,,,SKIP,
iter91,TBD,,pending,,,,,,,,,,,,,,,,,SKIP,
iter93,TBD,,pending,,,,,,,,,,,,,,,,,SKIP,
iter94,TBD,,pending,,,,,,,,,,,,,,,,,SKIP,
iter95A_dinov3_convnext_base,DINOv3-ConvNeXt-B,convnext_base.dinov3_lvd1689m,DINOv3-CN,89.0,224,2.46,651,163,3,0.9877,0.2,0.25,T0__I3,0.6165,0.1695,0.6165,100.0,100.0,100.0,DONE,outputs/iter95A_dinov3_convnext_base/T7_iter95A_dinov3_convnext_base_260512_151012/eval_v15direct_n200/stage1_260512_151256
iter95A_dinov3_convnext_base,DINOv3-ConvNeXt-B,convnext_base.dinov3_lvd1689m,DINOv3-CN,89.0,224,2.46,651,163,3,0.9877,0.2,0.25,T0__I7,0.5802,0.1662,0.5802,100.0,100.0,100.0,DONE,outputs/iter95A_dinov3_convnext_base/T7_iter95A_dinov3_convnext_base_260512_151012/eval_v15direct_n200/stage1_260512_151256
iter95A_dinov3_convnext_base,DINOv3-ConvNeXt-B,convnext_base.dinov3_lvd1689m,DINOv3-CN,89.0,224,2.46,651,163,3,0.9877,0.2,0.25,T0__I10,0.6211,0.1828,0.6211,73.0,21.875,34.0476,DONE,outputs/iter95A_dinov3_convnext_base/T7_iter95A_dinov3_convnext_base_260512_151012/eval_v15direct_n200/stage1_260512_151256
iter95A_dinov3_convnext_base,DINOv3-ConvNeXt-B,convnext_base.dinov3_lvd1689m,DINOv3-CN,89.0,224,2.46,651,163,3,0.9877,0.2,0.25,T0__I13,0.5927,0.1805,0.5927,47.5,7.8125,17.2619,DONE,outputs/iter95A_dinov3_convnext_base/T7_iter95A_dinov3_convnext_base_260512_151012/eval_v15direct_n200/stage1_260512_151256
iter95B_swinv2_base_384,SwinV2-B-384,swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,Swin V2,87.6,384,144.97,651,163,1,0.9877,0.2,0.25,T0__I3,0.7381,0.3851,0.7381,100.0,100.0,100.0,DONE,outputs/iter95B_swinv2_base_384/T7_iter95B_swinv2_base_384_260512_151323/eval_v15direct_n200/stage1_260512_173829
iter95B_swinv2_base_384,SwinV2-B-384,swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,Swin V2,87.6,384,144.97,651,163,1,0.9877,0.2,0.25,T0__I7,0.7273,0.3584,0.7273,100.0,100.0,100.0,DONE,outputs/iter95B_swinv2_base_384/T7_iter95B_swinv2_base_384_260512_151323/eval_v15direct_n200/stage1_260512_173829
